loincName	loincId	loincScale	outcome	hpoTermId	supplementalTermId	curation	comment
Basil IgE Ab [Units/volume] in Serum	7118-3	Qn	H	HP:0410228	.	OHSU:JP[2018-10-09]	.
Bass	7120-9	Qn	N	HP:0410222	.	OHSU:JP[2018-10-09]	.
Bass	7120-9	Qn	H	HP:0410222	.	OHSU:JP[2018-10-09]	.
Bassiai IgE Ab [Units/volume] in Serum	7121-7	Qn	N	HP:0410238	.	OHSU:JP[2018-10-10]	.
Bassiai IgE Ab [Units/volume] in Serum	7121-7	Qn	H	HP:0410238	.	OHSU:JP[2018-10-10]	.
Basswood IgE Ab [Units/volume] in Serum	7122-5	Qn	N	HP:0410238	.	HPO:nvasilevsky[2018-10-03]	.
Basswood IgE Ab [Units/volume] in Serum	7122-5	Qn	H	HP:0410238	.	HPO:nvasilevsky[2018-10-03]	.
Bayberry IgE Ab [Units/volume] in Serum	7123-3	Qn	N	HP:0410238	.	OHSU:JP[2018-10-09]	.
Bayberry IgE Ab [Units/volume] in Serum	7123-3	Qn	H	HP:0410238	.	OHSU:JP[2018-10-09]	.
Bayberry Pollen IgE Ab [Units/volume] in Serum	7124-1	Qn	N	HP:0410238	.	OHSU:JP[2018-10-09]	.
Bayberry Pollen IgE Ab [Units/volume] in Serum	7124-1	Qn	H	HP:0410238	.	OHSU:JP[2018-10-09]	.
Bayleaf IgE Ab [Units/volume] in Serum	7125-8	Qn	N	HP:0410228	.	OHSU:JP[2018-10-09]	.
Bayleaf IgE Ab [Units/volume] in Serum	7125-8	Qn	H	HP:0410228	.	OHSU:JP[2018-10-09]	.
Red Kidney Bean IgE Ab [Units/volume] in Serum	7129-0	Qn	N	HP:0410228	.	UCD:tjcallahan[2019-02-23]	.
Red Kidney Bean IgE Ab [Units/volume] in Serum	7129-0	Qn	H	HP:0410228	.	UCD:tjcallahan[2019-02-23]	.
Berry IgE Ab [Units/volume] in Serum	7148-0	Qn	N	HP:0410228	.	OHSU:JP[2018-10-09]	.
Berry IgE Ab [Units/volume] in Serum	7148-0	Qn	H	HP:0410228	.	OHSU:JP[2018-10-09]	.
Bipolanis curvularia IgE Ab [Units/volume] in Serum	7149-8	Qn	N	HP:0410232	.	OHSU:JP[2018-10-09]	.
Bipolanis curvularia IgE Ab [Units/volume] in Serum	7149-8	Qn	H	HP:0410232	.	OHSU:JP[2018-10-09]	.
Blackberry IgE Ab [Units/volume] in Serum	7151-4	Qn	N	HP:0410228	.	OHSU:JP[2018-10-09]	.
Blackberry IgE Ab [Units/volume] in Serum	7151-4	Qn	H	HP:0410228	.	OHSU:JP[2018-10-09]	.
Blueberry IgE Ab [Units/volume] in Serum	7152-2	Qn	N	HP:0410228	.	OHSU:JP[2018-10-10]	.
Blueberry IgE Ab [Units/volume] in Serum	7152-2	Qn	H	HP:0410228	.	OHSU:JP[2018-10-10]	.
Boxelder IgE Ab [Units/volume] in Serum	7155-5	Qn	N	HP:0410238	.	OHSU:JP[2018-10-10]	.
Boxelder IgE Ab [Units/volume] in Serum	7155-5	Qn	H	HP:0410238	.	OHSU:JP[2018-10-10]	.
Brussel Sprouts IgE Ab [Units/volume] in Serum	7160-5	Qn	N	HP:0410228	.	OHSU:JP[2018-10-10]	.
Brussel Sprouts IgE Ab [Units/volume] in Serum	7160-5	Qn	H	HP:0410228	.	OHSU:JP[2018-10-10]	.
Burrobrush IgE Ab [Units/volume] in Serum	7164-7	Qn	N	HP:0410238	.	HPO:nvasilevsky[2018-10-08]	.
Burrobrush IgE Ab [Units/volume] in Serum	7164-7	Qn	H	HP:0410238	.	HPO:nvasilevsky[2018-10-08]	.
Burweed IgE Ab [Units/volume] in Serum	7166-2	Qn	N	HP:0410238	.	OHSU:JP[2018-10-10]	.
Burweed IgE Ab [Units/volume] in Serum	7166-2	Qn	H	HP:0410238	.	OHSU:JP[2018-10-10]	.
Butterfly IgE Ab [Units/volume] in Serum	7167-0	Qn	N	HP:0410235	.	OHSU:JP[2018-10-10]	.
Butterfly IgE Ab [Units/volume] in Serum	7167-0	Qn	H	HP:0410235	.	OHSU:JP[2018-10-10]	.
Cabbage IgE Ab [Units/volume] in Serum	7169-6	Qn	N	HP:0410228	.	OHSU:JP[2018-10-10]	.
Cabbage IgE Ab [Units/volume] in Serum	7169-6	Qn	H	HP:0410228	.	OHSU:JP[2018-10-10]	.
Canary feather IgE Ab [Units/volume] in Serum	7171-2	Qn	N	HP:0410221	.	OHSU:JP[2018-10-11]	.
Canary feather IgE Ab [Units/volume] in Serum	7171-2	Qn	H	HP:0410221	.	OHSU:JP[2018-10-11]	.
Caraway IgE Ab [Units/volume] in Serum	7178-7	Qn	N	HP:0410228	.	OHSU:JP[2018-10-11]	.
Caraway IgE Ab [Units/volume] in Serum	7178-7	Qn	H	HP:0410228	.	OHSU:JP[2018-10-11]	.
Carob IgE Ab [Units/volume] in Serum	7179-5	Qn	N	HP:0410228	.	OHSU:JP[2018-10-11]	.
Carob IgE Ab [Units/volume] in Serum	7179-5	Qn	H	HP:0410228	.	OHSU:JP[2018-10-11]	.
Catfish IgE Ab [Units/volume] in Serum	7187-8	Qn	N	HP:0410222	.	OHSU:JP[2018-10-11]	.
Catfish IgE Ab [Units/volume] in Serum	7187-8	Qn	H	HP:0410222	.	OHSU:JP[2018-10-11]	.
Cattail IgE Ab [Units/volume] in Serum	7189-4	Qn	N	HP:0410238	.	OHSU:JP[2018-10-11]	.
Cattail IgE Ab [Units/volume] in Serum	7189-4	Qn	H	HP:0410238	.	OHSU:JP[2018-10-11]	.
Cedar dust IgE Ab [Units/volume] in Serum	7192-8	Qn	N	HP:0410238	.	OHSU:JP[2018-10-11]	.
Cedar dust IgE Ab [Units/volume] in Serum	7192-8	Qn	H	HP:0410238	.	OHSU:JP[2018-10-11]	.
Cephalosporine mold IgE Ab [Units/volume] in Serum	7199-3	Qn	N	HP:0410232	.	OHSU:JP[2018-10-11]	.
Cephalosporine mold IgE Ab [Units/volume] in Serum	7199-3	Qn	H	HP:0410232	.	OHSU:JP[2018-10-11]	.
Chaetomium globosum IgE Ab [Units/volume] in Serum	7200-9	Qn	N	HP:0410232	.	OHSU:JP[2018-10-11]	.
Chaetomium globosum IgE Ab [Units/volume] in Serum	7200-9	Qn	H	HP:0410232	.	OHSU:JP[2018-10-11]	.
American Cheese IgE Ab [Units/volume] in Serum	7201-7	Qn	N	HP:0410220	.	HPO:nvasilevsky[2018-10-04]	.
American Cheese IgE Ab [Units/volume] in Serum	7201-7	Qn	H	HP:0410220	.	HPO:nvasilevsky[2018-10-04]	.
Blue Cheese IgE Ab [Units/volume] in Serum	7203-3	Qn	N	HP:0410220	.	OHSU:JP[2018-10-10]	.
Blue Cheese IgE Ab [Units/volume] in Serum	7203-3	Qn	H	HP:0410220	.	OHSU:JP[2018-10-10]	.
Chicory IgE Ab [Units/volume] in Serum	7225-6	Qn	N	HP:0410228	.	OHSU:JP[2018-10-15]	.
Chicory IgE Ab [Units/volume] in Serum	7225-6	Qn	H	HP:0410228	.	OHSU:JP[2018-10-15]	.
Clove IgE Ab [Units/volume] in Serum	7234-8	Qn	N	HP:0410228	.	HPO:nvasilevsky[2018-10-08]	.
Clove IgE Ab [Units/volume] in Serum	7234-8	Qn	H	HP:0410228	.	HPO:nvasilevsky[2018-10-08]	.
Clover IgE Ab [Units/volume] in Serum	7236-3	Qn	N	HP:0410228	.	HPO:nvasilevsky[2018-10-08]	.
Clover IgE Ab [Units/volume] in Serum	7236-3	Qn	H	HP:0410228	.	HPO:nvasilevsky[2018-10-08]	.
Cockatoo IgE Ab [Units/volume] in Serum	7237-1	Qn	N	HP:0410221	.	HPO:nvasilevsky[2018-10-08]	.
Cockatoo IgE Ab [Units/volume] in Serum	7237-1	Qn	H	HP:0410221	.	HPO:nvasilevsky[2018-10-08]	.
Cotton linters IgE Ab [Units/volume] in Serum	7251-2	Qn	N	HP:0410238	.	OHSU:JP[2018-10-16]	.
Cotton linters IgE Ab [Units/volume] in Serum	7251-2	Qn	H	HP:0410238	.	OHSU:JP[2018-10-16]	.
Black Cottonwood IgE Ab [Units/volume] in Serum	7254-6	Qn	N	HP:0410238	.	HPO:nvasilevsky[2018-10-03]	.
Black Cottonwood IgE Ab [Units/volume] in Serum	7254-6	Qn	H	HP:0410238	.	HPO:nvasilevsky[2018-10-03]	.
Western Cottonwood IgE Ab [Units/volume] in Serum	7255-3	Qn	N	HP:0410238	.	HPO:nvasilevsky[2018-10-03]	.
Western Cottonwood IgE Ab [Units/volume] in Serum	7255-3	Qn	H	HP:0410238	.	HPO:nvasilevsky[2018-10-03]	.
Cow milk IgE Ab [Units/volume] in Serum	7258-7	Qn	N	HP:0410220	.	OHSU:JP[2018-10-16]	.
Cow milk IgE Ab [Units/volume] in Serum	7258-7	Qn	H	HP:0410220	.	OHSU:JP[2018-10-16]	.
Bald Cypress IgE Ab [Units/volume] in Serum	7272-8	Qn	N	HP:0410238	.	OHSU:JP[2018-10-09]	.
Bald Cypress IgE Ab [Units/volume] in Serum	7272-8	Qn	H	HP:0410238	.	OHSU:JP[2018-10-09]	.
Dogwood pollen IgE Ab [Units/volume] in Serum	7288-4	Qn	N	HP:0410238	.	HPO:nvasilevsky[2018-10-03]	.
Dogwood pollen IgE Ab [Units/volume] in Serum	7288-4	Qn	H	HP:0410238	.	HPO:nvasilevsky[2018-10-03]	.
Whole Egg IgE Ab [Units/volume] in Serum	7291-8	Qn	N	HP:0410231	.	UCD:tjcallahan[2019-02-01]	UCDenver survey results
Whole Egg IgE Ab [Units/volume] in Serum	7291-8	Qn	H	HP:0410231	.	UCD:tjcallahan[2019-02-01]	UCDenver survey results
Flax IgE Ab [Units/volume] in Serum	7312-2	Qn	N	HP:0410228	.	UCD:tjcallahan[2019-02-23]	.
Flax IgE Ab [Units/volume] in Serum	7312-2	Qn	H	HP:0410228	.	UCD:tjcallahan[2019-02-23]	.
Flounder IgE Ab [Units/volume] in Serum	7316-3	Qn	N	HP:0410222	.	UCD:tjcallahan[2019-02-23]	.
Flounder IgE Ab [Units/volume] in Serum	7316-3	Qn	H	HP:0410222	.	UCD:tjcallahan[2019-02-23]	.
Ginger IgE Ab [Units/volume] in Serum	7335-3	Qn	N	HP:0410238	.	UCD:tjcallahan[2019-02-23]	.
Ginger IgE Ab [Units/volume] in Serum	7335-3	Qn	H	HP:0410238	.	UCD:tjcallahan[2019-02-23]	.
Goat milk IgE Ab [Units/volume] in Serum	7340-3	Qn	N	HP:0410220	.	UCD:tjcallahan[2019-02-23]	.
Goat milk IgE Ab [Units/volume] in Serum	7340-3	Qn	H	HP:0410220	.	UCD:tjcallahan[2019-02-23]	.
Annual blue grass IgE Ab [Units/volume] in Serum	7355-1	Qn	N	HP:0410228	.	HPO:nvasilevsky[2018-10-04]	.
Annual blue grass IgE Ab [Units/volume] in Serum	7355-1	Qn	H	HP:0410228	.	HPO:nvasilevsky[2018-10-04]	.
Canadian blue grass IgE Ab [Units/volume] in Serum	7356-9	Qn	N	HP:0410238	.	OHSU:JP[2018-10-11]	.
Canadian blue grass IgE Ab [Units/volume] in Serum	7356-9	Qn	H	HP:0410238	.	OHSU:JP[2018-10-11]	.
Greasewood IgE Ab [Units/volume] in Serum	7381-7	Qn	N	HP:0410238	.	HPO:nvasilevsky[2018-10-03]	.
Greasewood IgE Ab [Units/volume] in Serum	7381-7	Qn	H	HP:0410238	.	HPO:nvasilevsky[2018-10-03]	.
Haddock IgE Ab [Units/volume] in Serum	7384-1	Qn	N	HP:0410222	.	HPO:nvasilevsky[2018-10-04]	.
Haddock IgE Ab [Units/volume] in Serum	7384-1	Qn	H	HP:0410222	.	HPO:nvasilevsky[2018-10-04]	.
Cladosporium sphaerospermum IgE Ab [Units/volume] in Serum	7415-3	Qn	N	HP:0410232	.	HPO:nvasilevsky[2018-10-08]	.
Cladosporium sphaerospermum IgE Ab [Units/volume] in Serum	7415-3	Qn	H	HP:0410232	.	HPO:nvasilevsky[2018-10-08]	.
Horse epithelium IgE Ab [Units/volume] in Serum	7419-5	Qn	N	HP:0410221	.	OHSU:JP[2018-10-16]	.
Horse epithelium IgE Ab [Units/volume] in Serum	7419-5	Qn	H	HP:0410221	.	OHSU:JP[2018-10-16]	.
House dust AP IgE Ab [Units/volume] in Serum	7421-1	Qn	N	HP:0410248	.	HPO:nvasilevsky[2018-10-12]	.
House dust AP IgE Ab [Units/volume] in Serum	7421-1	Qn	H	HP:0410248	.	HPO:nvasilevsky[2018-10-12]	.
House dust Hollister Stier IgE Ab [Units/volume] in Serum	7425-2	Qn	N	HP:0410248	.	HPO:nvasilevsky[2018-10-12]	.
House dust Hollister Stier IgE Ab [Units/volume] in Serum	7425-2	Qn	H	HP:0410248	.	HPO:nvasilevsky[2018-10-12]	.
Lactalbumin alpha IgE Ab [Units/volume] in Serum	7445-0	Qn	N	HP:0410220	.	UCD:tjcallahan[2019-02-23]	.
Lactalbumin alpha IgE Ab [Units/volume] in Serum	7445-0	Qn	H	HP:0410220	.	UCD:tjcallahan[2019-02-23]	.
Lentils IgE Ab [Units/volume] in Serum	7458-3	Qn	N	HP:0410228	.	UCD:tjcallahan[2019-02-23]	.
Lentils IgE Ab [Units/volume] in Serum	7458-3	Qn	H	HP:0410228	.	UCD:tjcallahan[2019-02-23]	.
Black Locust IgE Ab [Units/volume] in Serum	7473-2	Qn	N	HP:0410238	.	OHSU:JP[2018-10-09]	.
Black Locust IgE Ab [Units/volume] in Serum	7473-2	Qn	H	HP:0410238	.	OHSU:JP[2018-10-09]	.
Mackerel IgE Ab [Units/volume] in Serum	7474-0	Qn	N	HP:0410222	.	UCD:tjcallahan[2019-02-23]	.
Mackerel IgE Ab [Units/volume] in Serum	7474-0	Qn	H	HP:0410222	.	UCD:tjcallahan[2019-02-23]	.
Coastal Maple IgE Ab [Units/volume] in Serum	7478-1	Qn	N	HP:0410238	.	HPO:nvasilevsky[2018-10-08]	.
Coastal Maple IgE Ab [Units/volume] in Serum	7478-1	Qn	H	HP:0410238	.	HPO:nvasilevsky[2018-10-08]	.
Burweed marshelder IgE Ab [Units/volume] in Serum	7484-9	Qn	N	HP:0410238	.	OHSU:JP[2018-10-10]	.
Burweed marshelder IgE Ab [Units/volume] in Serum	7484-9	Qn	H	HP:0410238	.	OHSU:JP[2018-10-10]	.
Mattress dust IgE Ab [Units/volume] in Serum	7486-4	Qn	N	HP:0410248	.	HPO:nvasilevsky[2018-10-12]	.
Mattress dust IgE Ab [Units/volume] in Serum	7486-4	Qn	H	HP:0410248	.	HPO:nvasilevsky[2018-10-12]	.
Aedes mosquito triggered histamine release [Units/volume] in Blood	7500-2	Qn	N	HP:0410235	.	HPO:nvasilevsky[2018-10-03]	.
Aedes mosquito triggered histamine release [Units/volume] in Blood	7500-2	Qn	H	HP:0410235	.	HPO:nvasilevsky[2018-10-03]	.
California Mugwort IgE Ab [Units/volume] in Serum	7511-9	Qn	N	HP:0410238	.	OHSU:JP[2018-10-10]	.
California Mugwort IgE Ab [Units/volume] in Serum	7511-9	Qn	H	HP:0410238	.	OHSU:JP[2018-10-10]	.
Black Oak IgE Ab [Units/volume] in Serum	7528-3	Qn	N	HP:0410238	.	OHSU:JP[2018-10-09]	.
Black Oak IgE Ab [Units/volume] in Serum	7528-3	Qn	H	HP:0410238	.	OHSU:JP[2018-10-09]	.
California Black Oak IgE Ab [Units/volume] in Serum	7529-1	Qn	N	HP:0410238	.	OHSU:JP[2018-10-10]	.
California Black Oak IgE Ab [Units/volume] in Serum	7529-1	Qn	H	HP:0410238	.	OHSU:JP[2018-10-10]	.
California Live Oak IgE Ab [Units/volume] in Serum	7532-5	Qn	N	HP:0410238	.	OHSU:JP[2018-10-10]	.
California Live Oak IgE Ab [Units/volume] in Serum	7532-5	Qn	H	HP:0410238	.	OHSU:JP[2018-10-10]	.
Red Oak IgE Ab [Units/volume] in Serum	7534-1	Qn	N	HP:0410238	.	OHSU:JP[2018-10-16]	.
Red Oak IgE Ab [Units/volume] in Serum	7534-1	Qn	H	HP:0410238	.	OHSU:JP[2018-10-16]	.
Ovalbumin IgE Ab [Units/volume] in Serum	7556-4	Qn	N	HP:0410231	.	UCD:tjcallahan[2019-02-23]	.
Ovalbumin IgE Ab [Units/volume] in Serum	7556-4	Qn	H	HP:0410231	.	UCD:tjcallahan[2019-02-23]	.
Ovomucoid IgE Ab [Units/volume] in Serum	7557-2	Qn	N	HP:0410231	.	UCD:tjcallahan[2019-02-23]	.
Ovomucoid IgE Ab [Units/volume] in Serum	7557-2	Qn	H	HP:0410231	.	UCD:tjcallahan[2019-02-23]	.
Oyster IgE Ab [Units/volume] in Serum	7558-0	Qn	N	HP:0410222	.	UCD:tjcallahan[2019-02-23]	.
Oyster IgE Ab [Units/volume] in Serum	7558-0	Qn	H	HP:0410222	.	UCD:tjcallahan[2019-02-23]	.
Parakeet feather IgE Ab [Units/volume] in Serum	7565-5	Qn	N	HP:0410221	.	OHSU:JP[2018-10-11]	copied from: 72279-3 @original comment: copied from: 7171-2
Parakeet feather IgE Ab [Units/volume] in Serum	7565-5	Qn	H	HP:0410221	.	OHSU:JP[2018-10-11]	copied from: 72279-3 @original comment: copied from: 7171-2
Black-eye pea IgE Ab [Units/volume] in Serum	7571-3	Qn	N	HP:0410228	.	OHSU:JP[2018-10-09]	.
Black-eye pea IgE Ab [Units/volume] in Serum	7571-3	Qn	H	HP:0410228	.	OHSU:JP[2018-10-09]	.
Chick Pea IgE Ab [Units/volume] in Serum	7573-9	Qn	N	HP:0410228	.	OHSU:JP[2018-10-15]	.
Chick Pea IgE Ab [Units/volume] in Serum	7573-9	Qn	H	HP:0410228	.	OHSU:JP[2018-10-15]	.
Bell Pepper IgE Ab [Units/volume] in Serum	7586-1	Qn	N	HP:0410228	.	OHSU:JP[2018-10-09]	.
Bell Pepper IgE Ab [Units/volume] in Serum	7586-1	Qn	H	HP:0410228	.	OHSU:JP[2018-10-09]	.
Chili Pepper IgE Ab [Units/volume] in Serum	7591-1	Qn	N	HP:0410228	.	OHSU:JP[2018-10-15]	.
Chili Pepper IgE Ab [Units/volume] in Serum	7591-1	Qn	H	HP:0410228	.	OHSU:JP[2018-10-15]	.
Common Pigweed IgE Ab [Units/volume] in Serum	7604-2	Qn	N	HP:0410238	.	OHSU:JP[2018-10-16]	.
Common Pigweed IgE Ab [Units/volume] in Serum	7604-2	Qn	H	HP:0410238	.	OHSU:JP[2018-10-16]	.
Pistachio IgE Ab [Units/volume] in Serum	7613-3	Qn	N	HP:0410230	.	UCD:tjcallahan[2019-02-01]	UCDenver survey results
Pistachio IgE Ab [Units/volume] in Serum	7613-3	Qn	H	HP:0410230	.	UCD:tjcallahan[2019-02-01]	UCDenver survey results
Deprecated Black Cottonwood IgE Ab [Units/volume] in Serum	7620-8	Qn	N	HP:0410238	.	HPO:nvasilevsky[2018-10-03]	.
Deprecated Black Cottonwood IgE Ab [Units/volume] in Serum	7620-8	Qn	H	HP:0410238	.	HPO:nvasilevsky[2018-10-03]	.
Poppy Seed IgE Ab [Units/volume] in Serum	7623-2	Qn	N	HP:0410228	.	UCD:tjcallahan[2019-02-23]	.
Poppy Seed IgE Ab [Units/volume] in Serum	7623-2	Qn	H	HP:0410228	.	UCD:tjcallahan[2019-02-23]	.
Sweet potato IgE Ab [Units/volume] in Serum	7627-3	Qn	N	HP:0410228	.	UCD:tjcallahan[2019-02-23]	.
Sweet potato IgE Ab [Units/volume] in Serum	7627-3	Qn	H	HP:0410228	.	UCD:tjcallahan[2019-02-23]	.
Canyon Ragweed IgE Ab [Units/volume] in Serum	7645-5	Qn	N	HP:0410238	.	OHSU:JP[2018-10-11]	.
Canyon Ragweed IgE Ab [Units/volume] in Serum	7645-5	Qn	H	HP:0410238	.	OHSU:JP[2018-10-11]	.
Deprecated Common Ragweed IgE Ab [Units/volume] in Serum	7650-5	Qn	N	HP:0410238	.	OHSU:JP[2018-10-16]	.
Deprecated Common Ragweed IgE Ab [Units/volume] in Serum	7650-5	Qn	H	HP:0410238	.	OHSU:JP[2018-10-16]	.
Raspberry IgE Ab [Units/volume] in Serum	7656-2	Qn	N	HP:0410228	.	UCD:tjcallahan[2019-02-23]	.
Raspberry IgE Ab [Units/volume] in Serum	7656-2	Qn	H	HP:0410228	.	UCD:tjcallahan[2019-02-23]	.
Red Snapper IgE Ab [Units/volume] in Serum	7661-2	Qn	N	HP:0410222	.	UCD:tjcallahan[2019-02-23]	.
Red Snapper IgE Ab [Units/volume] in Serum	7661-2	Qn	H	HP:0410222	.	UCD:tjcallahan[2019-02-23]	.
Redwood Dust IgE Ab [Units/volume] in Serum	7663-8	Qn	N	HP:0410238	.	HPO:nvasilevsky[2018-10-03]	.
Redwood Dust IgE Ab [Units/volume] in Serum	7663-8	Qn	H	HP:0410238	.	HPO:nvasilevsky[2018-10-03]	.
Redwood IgE Ab [Units/volume] in Serum	7664-6	Qn	N	HP:0410238	.	HPO:nvasilevsky[2018-10-03]	.
Redwood IgE Ab [Units/volume] in Serum	7664-6	Qn	H	HP:0410238	.	HPO:nvasilevsky[2018-10-03]	.
Brazilian Rubber Tree IgE Ab [Units/volume] in Serum	7670-3	Qn	N	HP:0410238	.	OHSU:JP[2018-10-10]	.
Brazilian Rubber Tree IgE Ab [Units/volume] in Serum	7670-3	Qn	H	HP:0410238	.	OHSU:JP[2018-10-10]	.
Rye IgE Ab [Units/volume] in Serum	7674-5	Qn	N	HP:0410228	.	UCD:tjcallahan[2019-02-01]	UCDenver survey results
Rye IgE Ab [Units/volume] in Serum	7674-5	Qn	H	HP:0410228	.	UCD:tjcallahan[2019-02-01]	UCDenver survey results
California Sagebrush IgE Ab [Units/volume] in Serum	7683-6	Qn	N	HP:0410238	.	OHSU:JP[2018-10-10]	.
California Sagebrush IgE Ab [Units/volume] in Serum	7683-6	Qn	H	HP:0410238	.	OHSU:JP[2018-10-10]	.
Annual Saltbush IgE Ab [Units/volume] in Serum	7687-7	Qn	N	HP:0410238	.	HPO:nvasilevsky[2018-10-12]	.
Annual Saltbush IgE Ab [Units/volume] in Serum	7687-7	Qn	H	HP:0410238	.	HPO:nvasilevsky[2018-10-12]	.
Scallop IgE Ab [Units/volume] in Serum	7691-9	Qn	N	HP:0410222	.	HPO:nvasilevsky[2018-10-04]	.
Scallop IgE Ab [Units/volume] in Serum	7691-9	Qn	H	HP:0410222	.	HPO:nvasilevsky[2018-10-04]	.
Bermuda grass smut IgE Ab [Units/volume] in Serum	7704-0	Qn	N	HP:0410232	.	OHSU:JP[2018-10-09]	.
Bermuda grass smut IgE Ab [Units/volume] in Serum	7704-0	Qn	H	HP:0410232	.	OHSU:JP[2018-10-09]	.
Johnson grass smut IgE Ab [Units/volume] in Serum	7705-7	Qn	N	HP:0410232	.	OHSU:JP[2018-10-16]	.
Johnson grass smut IgE Ab [Units/volume] in Serum	7705-7	Qn	H	HP:0410232	.	OHSU:JP[2018-10-16]	.
Turkey feather IgE Ab [Units/volume] in Serum	7753-7	Qn	N	HP:0410221	.	OHSU:JP[2018-10-11]	copied from: 72279-3 @original comment: copied from: 7171-2
Turkey feather IgE Ab [Units/volume] in Serum	7753-7	Qn	H	HP:0410221	.	OHSU:JP[2018-10-11]	copied from: 72279-3 @original comment: copied from: 7171-2
Black Walnut IgE Ab [Units/volume] in Serum	7763-6	Qn	N	HP:0410230	.	OHSU:JP[2018-10-10]	.
Black Walnut IgE Ab [Units/volume] in Serum	7763-6	Qn	H	HP:0410230	.	OHSU:JP[2018-10-10]	.
Black Western Walnut IgE Ab [Units/volume] in Serum	7764-4	Qn	N	HP:0410228	.	OHSU:JP[2018-10-09]	.
Black Western Walnut IgE Ab [Units/volume] in Serum	7764-4	Qn	H	HP:0410228	.	OHSU:JP[2018-10-09]	.
Acanthocytes [Presence] in Blood by Light microscopy	7789-1	Ord	NEG	HP:0001927	.	HPO:probinson[2018-05-19]	.
Acanthocytes [Presence] in Blood by Light microscopy	7789-1	Ord	POS	HP:0001927	.	HPO:probinson[2018-05-19]	.
Pappenheimer bodies [Presence] in Blood by Light microscopy	7795-8	Ord	NEG	HP:0020081	.	JGM:azhang[2019-05-03]	.
Pappenheimer bodies [Presence] in Blood by Light microscopy	7795-8	Ord	POS	HP:0020081	.	JGM:azhang[2019-05-03]	.
Phospholipid Ab [Units/volume] in Serum	7800-6	Qn	N	HP:0003613	.	OHSU:jpgourdine[2019-04-17]	.
Phospholipid Ab [Units/volume] in Serum	7800-6	Qn	H	HP:0003613	.	OHSU:jpgourdine[2019-04-17]	.
Phospholipid IgG Ab [Units/volume] in Serum	7801-4	Qn	N	HP:0003613	.	OHSU:jpgourdine[2019-04-17]	.
Phospholipid IgG Ab [Units/volume] in Serum	7801-4	Qn	H	HP:0003613	.	OHSU:jpgourdine[2019-04-17]	.
Phospholipid IgM Ab [Units/volume] in Serum	7802-2	Qn	N	HP:0003613	.	OHSU:jpgourdine[2019-04-17]	.
Phospholipid IgM Ab [Units/volume] in Serum	7802-2	Qn	H	HP:0003613	.	OHSU:jpgourdine[2019-04-17]	.
Acetylcholine receptor Ab [Units/volume] in Serum	8058-0	Qn	N	HP:0030208	.	OHSU:JP[2018-10-02]	.
Acetylcholine receptor Ab [Units/volume] in Serum	8058-0	Qn	H	HP:0030208	.	OHSU:JP[2018-10-02]	.
Nuclear Ab [Presence] in Serum	8061-4	Ord	NEG	HP:0003493	.	OHSU:JP[2018-09-26]	.
Nuclear Ab [Presence] in Serum	8061-4	Ord	POS	HP:0003493	.	OHSU:JP[2018-09-26]	.
Thyroglobulin Ab [Units/volume] in Serum or Plasma	8098-6	Qn	N	HP:0030057	.	HPO:nvasilevsky[2018-10-01]	.
Thyroglobulin Ab [Units/volume] in Serum or Plasma	8098-6	Qn	H	HP:0032069	.	HPO:nvasilevsky[2018-10-01]	.
CD3+CD8+ (T8 suppressor cells) cells/100 cells in Blood	8101-8	Qn	L	HP:0005415	.	UCD:tjcallahan[2019-02-23]	.
CD3+CD8+ (T8 suppressor cells) cells/100 cells in Blood	8101-8	Qn	N	HP:0031393	.	UCD:tjcallahan[2019-02-23]	.
CD3 cells [#/volume] in Blood	8122-4	Qn	L	HP:0045080	.	HPO:nvasilevsky[2019-05-24]	.
CD3 cells [#/volume] in Blood	8122-4	Qn	N	HP:0005403	.	HPO:nvasilevsky[2019-05-24]	.
CD3+CD4+ (T4 helper) cells/100 cells in Blood	8123-2	Qn	L	HP:0005407	.	UCD:tjcallahan[2019-02-23]	.
CD3+CD4+ (T4 helper) cells/100 cells in Blood	8123-2	Qn	N	HP:0031392	.	UCD:tjcallahan[2019-02-23]	.
CD3 cells/100 cells in Blood	8124-0	Qn	L	HP:0045080	.	HPO:nvasilevsky[2019-05-24]	.
CD3 cells/100 cells in Blood	8124-0	Qn	N	HP:0005403	.	HPO:nvasilevsky[2019-05-24]	.
Deprecated CD4 cells [#/volume] in Blood	8127-3	Qn	L	HP:0032218	.	HPO:nvasilevsky[2019-05-24]	.
Deprecated CD4 cells [#/volume] in Blood	8127-3	Qn	N	HP:0031392	.	HPO:nvasilevsky[2019-05-24]	.
Deprecated CD4 cells [#/volume] in Blood	8127-3	Qn	H	HP:0032219	.	HPO:nvasilevsky[2019-05-24]	.
Deprecated CD4 cells/CD8 Cells [# Ratio] in Blood	8129-9	Qn	N	HP:0031394	.	HPO:nvasilevsky[2019-05-24]	.
Deprecated CD8 cells/100 cells in Blood	8138-0	Qn	N	HP:0031393	.	HPO:nvasilevsky[2019-05-24]	.
Amphetamines [Mass/volume] in Urine	8150-5	Qn	N	HP:0031840	.	HPO:nvasilevsky[2018-12-18]	.
Amphetamines [Mass/volume] in Urine	8150-5	Qn	H	HP:0500112	.	HPO:nvasilevsky[2018-12-18]	.
